Species,Procrustes_distance_to_mean_shape,ficha_en,ficha_es,fuentes_wikipedia
Marsupina_nana,1.142.957,"Marsupina nana, commonly known as the dwarf frog shell, is a species of marine gastropod mollusc in the family Bursidae, also known as the frog shells. The shell size varies between 30 mm and 60 mm. This species is distributed in the Gulf of California, along Western Mexico, and in the Pacific Ocean along Peru. Its fossils have been found in the Charco Azul Formation, a geologic formation in western Panama and southeastern Costa Rica, indicating its presence during the Pliocene period. The Procrustes distance to the mean shell shape for Marsupina nana is noted to be 1142956834730850, suggesting a highly divergent shell form compared to the group average.","Marsupina nana, comúnmente conocida como la concha de rana enana, es una especie de molusco gasterópodo marino de la familia Bursidae, también conocida como las conchas de rana. El tamaño de la concha varía entre 30 mm y 60 mm. Esta especie se distribuye en el Golfo de California, a lo largo del oeste de México, y en el Océano Pacífico a lo largo de Perú. Sus fósiles se han encontrado en la Formación de Charco Azul, una formación geológica en el oeste de Panamá y el sureste de Costa Rica, indicando su presencia durante el período Plioceno. La distancia de Procrustes a la forma media de la concha para Marsupina nana se señala como 1142956834730850, lo que sugiere una forma de concha altamente divergente en comparación con el promedio del grupo.",Wikipedia: Marsupina nana | Wikipedia: Marsupina
Conus_vittatus,1.131.602,"Conus vittatus, known commonly as the ribboned cone, is a species of sea snail in the family Conidae, the cone snails. It is classified under the genus Conus. The accepted name is Conus vittatus Hwass, 1792. Morphological details such as shell shape and size, surface texture, color patterns, and other physical characteristics were not retrieved. Additionally, distribution, habitat preferences, and other ecological relationships were not explicitly provided. The Procrustes distance of this species' shell form is recorded as 11316018180292600, indicating a highly divergent shell morphology from the group average within its classification.","Conus vittatus, conocido comúnmente como el cono listón, es una especie de caracol marino de la familia Conidae, los caracoles cono. Está clasificado bajo el género Conus. El nombre aceptado es Conus vittatus Hwass, 1792. No se recuperaron detalles morfológicos como la forma y tamaño de la concha, textura superficial, patrones de color y otras características físicas. Además, no se proporcionaron explícitamente distribución, preferencias de hábitat u otras relaciones ecológicas. La distancia de Procrustes de la forma de la concha de esta especie se registra como 11316018180292600, lo que indica una morfología de concha altamente divergente del promedio del grupo dentro de su clasificación.",https://serpapi.com/search?query=Conus%20vittatus%20gastropod%20shell%20morphology%20taxonomy | WoRMS: https://serpapi.com/search?query=Conus%20vittatus%20site%3Amarinespecies.org%20OR%20site%3Amolluscabase.org
Anachis_varia,1.128.084,"Anachis varia is a species of sea snail in the family Columbellidae, commonly known as dove snails. The shell is oblong and displays a pointed apex. It features 8 to 9 whorls that are brownish with whitish variegation, with longitudinal ribs and grooves between the ribs. The aperture of the shell is suboval and the outer lip has a thickened margin that is emarginated on its upper part. These morphological features contribute to a Procrustes distance of 1128084, indicating a highly morphologically divergent shell form compared to the group average. This species is distributed in the Gulf of California and the Pacific Ocean off Costa Rica, Panama, and Ecuador.","Anachis varia es una especie de caracol marino de la familia Columbellidae, comúnmente conocida como caracoles paloma. La concha es oblonga y presenta un ápice puntiagudo. Tiene de 8 a 9 vueltas que son de color parduzco con variedades blanquecinas, con costillas longitudinales y surcos entre las costillas. La abertura de la concha es suboval y el borde exterior tiene un margen engrosado que está emarginado en su parte superior. Estas características morfológicas contribuyen a una distancia Procrustes de 1128084, lo que indica una forma de concha altamente divergente morfológicamente en comparación con el promedio del grupo. Esta especie se distribuye en el Golfo de California y el Océano Pacífico cerca de Costa Rica, Panamá y Ecuador.",Wikipedia: Anachis varia | Wikipedia: Anachis
Conus_brunneus,1.126.925,"Conus brunneus, commonly known as Wood's brown cone, is a species of marine gastropod mollusk in the family Conidae. As with all species within the genus Conus, these snails are predatory and venomous, capable of stinging humans.

The shell of Conus brunneus varies in size from 16 mm to 65 mm. It features a short, conical, and tuberculate spire. The shell coloration is chestnut-brown, with chocolate lineations and occasional longitudinal white maculations. These white markings sometimes form a broad central interrupted band, with other maculations distributed across the shell surface. The shell base displays a subgranularly striate pattern.

Conus brunneus inhabits the Pacific Ocean, ranging from Southwest Baja California, Mexico to Ecuador, including the Galápagos Islands. The species exhibits a high Procrustes distance to mean shape of its group, indicating a morphologically divergent shell form compared to the typical shell shapes within its genus.","Conus brunneus, comúnmente conocido como el cono marrón de Wood, es una especie de molusco gasterópodo marino de la familia Conidae. Al igual que todas las especies del género Conus, estos caracoles son depredadores y venenosos, capaces de picar a los humanos.

La concha de Conus brunneus varía en tamaño desde 16 mm hasta 65 mm. Presenta una espira corta, cónica y tubercular. La coloración de la concha es marrón castaño, con líneas de chocolate y ocasionales maculaciones blancas longitudinales. Estas marcas blancas a veces forman una banda interrumpida central amplia, con otras maculaciones distribuidas por la superficie de la concha. La base de la concha muestra un patrón estriado subgranular.

Conus brunneus habita en el Océano Pacífico, desde el suroeste de Baja California, México, hasta Ecuador, incluyendo las Islas Galápagos. La especie muestra una alta distancia Procrustes al promedio de forma de su grupo, lo que indica una forma de concha morfológicamente divergente en comparación con las formas de concha típicas dentro de su género.",Wikipedia: Conus brunneus | Wikipedia: Conus
Granulina_margaritula,112.574,"Granulina margaritula, commonly known as the 'Little Pearl', is a prosobranch gastropod belonging to the family Marginellidae. It is classified under the Kingdom Animalia, Phylum Mollusca, Class Gastropoda, and Subclass Caenogastropoda. This species is distributed from Southern Alaska to the Baja California Peninsula. The Procrustes distance to the mean shape for Granulina margaritula is 11257402499317600, indicating a divergent shell form from the group average.","Granulina margaritula, comúnmente conocida como el 'Pequeña Perla', es un gasterópodo prosobranquio perteneciente a la familia Marginellidae. Se clasifica bajo el Reino Animalia, el Phylum Mollusca, la Clase Gastropoda y la Subclase Caenogastropoda. Esta especie se distribuye desde el sur de Alaska hasta la península de Baja California. La distancia de Procrustes a la forma media para Granulina margaritula es 11257402499317600, lo que indica una forma de concha divergente del promedio del grupo.",Wikipedia: Granulina
Anachis_scalarina,1.122.059,"Anachis scalarina is a species of sea snail in the family Columbellidae, known for its characteristic shell morphology and occurrence in marine environments. The shell length of Anachis scalarina reaches up to 21 mm. It is distinguished by a thin epidermis with very few fine ridges of growth. The shell displays sharp, continued ribs cancellated over the entire surface, accompanied by strong teeth on the upper portion of the outer lip. The coloration is primarily brown, with a white band below the suture. Notably, the young shells feature a distinct, somewhat bent siphonal canal. This species can be found in the Gulf of California and the Pacific Ocean off Mexico and Panama. Anachis scalarina is placed within a divergent morphotype compared to other species in its genus, which is supported as highly polyphyletic. The shell of Anachis scalarina possesses an inflated growth pattern and differs from Anachis costellata in having larger size and distinctive features despite superficial similarities. Its ecological preferences include residing in tropical marine regions. The shell's divergence, as indicated by a high Procrustes distance to mean shape, suggests a unique morphological adaptation in comparison to typical forms within its group.","Anachis scalarina es una especie de caracol marino de la familia Columbellidae, conocido por su morfología característica del caparazón y su presencia en ambientes marinos. La longitud del caparazón de Anachis scalarina alcanza hasta 21 mm. Se distingue por una epidermis fina con muy pocos bordes finos de crecimiento. El caparazón muestra costillas continuas y afiladas, canceladas en toda la superficie, acompañadas de dientes fuertes en la parte superior del labio externo. La coloración es principalmente marrón, con una banda blanca debajo de la sutura. Específicamente, los caparazones jóvenes presentan un canal sifonal algo doblado. Esta especie se encuentra en el Golfo de California y en el Océano Pacífico frente a México y Panamá. Anachis scalarina se ubica dentro de un morfotipo divergente en comparación con otras especies de su género, el cual se apoya como altamente polifilético. El caparazón de Anachis scalarina posee un patrón de crecimiento inflado y se diferencia de Anachis costellata por tener mayor tamaño y características distintivas a pesar de las similitudes superficiales. Sus preferencias ecológicas incluyen la residencia en regiones marinas tropicales. La divergencia del caparazón, dada la alta distancia de Procrustes al promedio de formas, sugiere una adaptación morfológica única en comparación con las formas típicas dentro de su grupo.",Wikipedia: Anachis scalarina | Wikipedia: Anachis
Conasprella_perplexa,111.069,"Conasprella perplexa is a species of sea snail within the family Conidae, commonly referred to as cone snails. These snails are predatory and venomous, capable of stinging humans. Conasprella perplexa is known by the common name 'cono perplejo' in Mexico. The shell size of Conasprella perplexa ranges from 15 mm to 30 mm in length, displaying a yellowish-white color with variable spiral rows of dots and dashes, and a purple aperture. The shell is covered with a thin periostracum, and the overall morphology is notably divergent from the average shape of related species, as indicated by a high Procrustes distance to the mean shape of 111069. These sea snails are distributed from Baja California, Mexico to Peru, including the Galápagos Islands. The genus Conasprella exhibits shell characteristics with a smooth periostracum, small operculum, elevated spire, and nodules on early whorls along with evenly spaced cords on the body whorl. Feeding habits are presumed to be vermivorous, preying on marine worms based on radular morphology.","Conasprella perplexa es una especie de caracol marino dentro de la familia Conidae, comúnmente conocida como caracoles cono. Estos caracoles son depredadores y venenosos, capaces de picar a los humanos. Conasprella perplexa es conocida por el nombre común 'cono perplejo' en México. El tamaño de la concha de Conasprella perplexa varía de 15 mm a 30 mm de longitud, mostrando un color blanco amarillento con filas espirales variables de puntos y guiones, y una apertura de color púrpura. La concha está cubierta con un delgado periostraco, y la morfología general es notablemente divergente de la forma promedio de especies relacionadas, lo que se indica por una alta distancia de Procrustes a la forma media de 111069. Estos caracoles marinos se distribuyen desde Baja California, México hasta Perú, incluidas las Islas Galápagos. El género Conasprella exhibe características de concha con un periostraco liso, opérculo pequeño, espira elevada y nódulos en los primeros vuelcos, junto con cordones uniformemente espaciados en el cuerpo del vórtice. Se presume que los hábitos alimenticios son vermívoros, y se alimentan de gusanos marinos según la morfología del rádula.",Wikipedia: Conasprella perplexa | Wikipedia: Conasprella
Enaeta_barnesii,1.093.643,"Enaeta barnesii belongs to the family Volutidae within the genus Enaeta. The genus is characterized by small, ovate to fusiform shells with a smooth protoconch and teleoconch covered by axial ribs. A conspicuous tooth-like blunt nodule can be found on the midpoint of the outer lip. The species beholds a radula that is uniserial with an interlocking central cusp. The geographic distribution of the genus includes the Caribbean Sea and extends to the Atlantic Ocean southward to Brazil and the Fernando de Noronha Islands. Enaeta barnesii's shell is morphologically divergent within its group, as indicated by a high Procrustes distance from the mean shape, suggesting atypical shell morphology within its phylogenetic context.","Enaeta barnesii pertenece a la familia Volutidae dentro del género Enaeta. El género se caracteriza por conchas pequeñas, de forma ovada a fusiforme con un protoconch liso y teleoconch cubierto por costillas axiales. Se puede encontrar una nódulo con aspecto de diente en el punto medio del borde externo. La especie posee una rádula uniseriada con un cúspide central de interbloqueo. La distribución geográfica del género incluye el Mar Caribe y se extiende hacia el sur del Océano Atlántico hasta Brasil y las Islas Fernando de Noronha. La concha de Enaeta barnesii es morfológicamente divergente dentro de su grupo, según lo indica una alta distancia Procrustes respecto a la forma media, lo que sugiere una morfología de concha atípica dentro de su contexto filogenético.",Wikipedia: Enaeta barnesii | Wikipedia: Enaeta
Californiconus_californicus,1.071.119,"Californiconus californicus, commonly known as the Californian cone, is a species of small, predatory sea snail within the family Conidae, the cone snails. The species inhabits the cooler, temperate waters of the Eastern Pacific Ocean, ranging from the Farallon Islands near San Francisco to Bahía Magdalena in Baja California Sur, Mexico. It resides in both rocky and sandy areas from the intertidal zone down to 30 meters depth.

The shell of Californiconus californicus is distinguished by its grayish-brown color and thick periostracum. It has a round-shouldered profile with a spire that is flat-sided, and a broader aperture at the base. The shell height ranges from 25–40 mm. In terms of feeding, the Californian cone is a generalist predator, hunting and consuming marine worms, fish, and other mollusks. It also exhibits scavenging behavior. Unique among its family, this species has diverging molecular (including toxicological) and morphological characteristics compared to other cone snails, which generally have more specialized diets.

Fossils of this species have been found in the Late Pleistocene strata of Isla Vista, California.

Californiconus was historically placed within the genus Conus but was reclassified based on its unique shell morphology and radular features, such as a lack of basal spur on its radular tooth. It holds significant morphological divergence within the cone snails, as indicated by its Procrustes distance value of 10711187359199000, highlighting a substantial deviation from the group average shape.","Californiconus californicus, comúnmente conocido como el cono californiano, es una especie de pequeño caracol marino depredador de la familia Conidae, los conos. La especie habita en las aguas más frías y templadas del Océano Pacífico oriental, desde las Islas Farallon cerca de San Francisco hasta Bahía Magdalena en Baja California Sur, México. Reside tanto en áreas rocosas como arenosas, desde la zona intermareal hasta los 30 metros de profundidad.

La concha de Californiconus californicus se distingue por su color marrón grisáceo y su espeso periostraco. Tiene un perfil de hombros redondeados con una espira de lado plano, y una apertura más ancha en la base. La altura de la concha varía de 25 a 40 mm. En términos de alimentación, el cono californiano es un depredador generalista, cazando y consumiendo gusanos marinos, peces y otros moluscos. También exhibe comportamiento de carroñeo. Esta especie es única en su familia debido a sus características moleculares (incluyendo toxicidad) y morfológicas divergentes en comparación con otros caracoles cono, que generalmente tienen dietas más especializadas.

Se han encontrado fósiles de esta especie en los estratos del Pleistoceno tardío de Isla Vista, California.

Californiconus fue históricamente clasificado dentro del género Conus, pero fue reclasificado basándose en su morfología única de concha y características radulares, como la falta de espolón basal en su diente radular. Tiene una divergencia morfológica significativa dentro de los caracoles cono, como indica su valor de distancia Procrustes de 10711187359199000, lo que subraya una desviación sustancial de la forma promedio del grupo.",Wikipedia: Californiconus californicus | Wikipedia: Californiconus
Engina_tabogaensis,106.229,"Engina tabogaensis is a species within the genus Engina, part of the family Pisaniidae. The genus Engina includes marine gastropod mollusks known for their distinctive shell shapes and patterns. Within this family, Engina tabogaensis exhibits morphological characteristics distinct from other members, as evidenced by its notably high Procrustes distance value of 106229, indicating it has a more divergent shell form compared to the average of the group. Unfortunately, detailed descriptions specific to Engina tabogaensis, such as its shell morphology, size, coloration, ecological preferences, and behavior, are not readily accessible from the sources reviewed. Given the genus it belongs to, it may share some general characteristics like marine habitat preferences and carnivorous diet observed in other Engina species.","Engina tabogaensis es una especie dentro del género Engina, parte de la familia Pisaniidae. El género Engina incluye moluscos gasterópodos marinos conocidos por sus distintivas formas y patrones de conchas. Dentro de esta familia, Engina tabogaensis exhibe características morfológicas distintas de otros miembros, como lo demuestra su notablemente alto valor de distancia Procrustes de 106229, lo que indica que tiene una forma de concha más divergente en comparación con el promedio del grupo. Lamentablemente, descripciones detalladas específicas para Engina tabogaensis, como su morfología de la concha, tamaño, coloración, preferencias ecológicas y comportamiento, no están fácilmente accesibles en las fuentes revisadas. Dado el género al que pertenece, podría compartir algunas características generales, como sus preferencias de hábitat marino y dieta carnívora observadas en otras especies de Engina.",Wikipedia: Engina | WoRMS: https://worms-url
Conus_bartschi,1.030.374,"Conus bartschi, commonly known as Bartsch's cone, is a species of sea snail belonging to the family Conidae, also known as the cone snails. This species is predatory and venomous, and it is capable of stinging humans, necessitating careful handling. The shell of Conus bartschi varies in size from 22 mm to 50 mm in height. It inhabits marine environments distributed from the Gulf of California in Western Mexico to Costa Rica. The Procrustes distance of 1030374 indicates that the shell morphology of Conus bartschi is highly divergent from the average form of its group.","Conus bartschi, conocido comúnmente como el cono de Bartsch, es una especie de caracol marino perteneciente a la familia Conidae, también conocida como los caracoles cono. Esta especie es depredadora y venenosa, y es capaz de picar a los humanos, lo que requiere un manejo cuidadoso. La concha de Conus bartschi varía en tamaño de 22 mm a 50 mm de altura. Habita en ambientes marinos distribuidos desde el Golfo de California en el oeste de México hasta Costa Rica. La distancia de Procrustes de 1030374 indica que la morfología de la concha de Conus bartschi es altamente divergente de la forma promedio de su grupo.",Wikipedia: Conus bartschi | Wikipedia: Conus
Mitrella_pulchrior,1.029.345,"Mitrella pulchrior is a species of small sea snail in the family Columbellidae, commonly known as dove snails. The genus Mitrella is comprised of small marine gastropods characterized by their elongated and often smooth shells. While specific details on the morphology of Mitrella pulchrior were not found, the genus is generally known for having fusiform, elongated shells with variable sculpture patterns, which can include ribs or smooth surfaces. The Procrustes distance score of 1029345 suggests that the shell form of this species is morphologically divergent compared to the average shape of congeneric species, indicating unique evolutionary adaptations or ecological interactions.

In terms of ecology, members of the family Columbellidae are typically found in marine environments, though specific habitat preferences such as depth, substrate, or temperature for Mitrella pulchrior are not detailed. Similarly, feeding behavior and reproductive strategies specific to this species were not provided, though gastropods in this group often display varied trophic levels and can be detritivores or feed on microalgae.

The genus Mitrella historically includes a variety of species many of which have been synonymized or reclassified, indicative of a complex taxonomic history.","Mitrella pulchrior es una especie de pequeño caracol marino de la familia Columbellidae, comúnmente conocida como caracoles paloma. El género Mitrella está compuesto por pequeños gasterópodos marinos que se caracterizan por sus conchas alargadas y a menudo lisas. Aunque no se encontraron detalles específicos sobre la morfología de Mitrella pulchrior, el género generalmente se conoce por tener conchas fusiformes y alargadas con patrones de escultura variables, que pueden incluir costillas o superficies lisas. El puntaje de distancia Procrustes de 1029345 sugiere que la forma de la concha de esta especie es morfológicamente divergente en comparación con la forma promedio de especies congéneres, lo que indica adaptaciones evolutivas únicas o interacciones ecológicas.

En términos ecológicos, los miembros de la familia Columbellidae suelen encontrarse en entornos marinos, aunque no se detalla las preferencias específicas de hábitat como la profundidad, el sustrato o la temperatura de Mitrella pulchrior. Del mismo modo, el comportamiento alimentario y las estrategias reproductivas específicas de esta especie no fueron proporcionados, aunque los gasterópodos en este grupo a menudo exhiben niveles tróficos variados y pueden ser detritívoros o alimentarse de microalgas.

El género Mitrella históricamente incluye una variedad de especies, muchas de las cuales han sido sinonimizadas o reclasificadas, lo que indica una historia taxonómica compleja.",Wikipedia: Mitrella pulchrior | Wikipedia: Mitrella
Littorina_scutulata,101.491,"Littorina scutulata is a species of sea snail in the family Littorinidae, commonly known as periwinkles or winkles. This gastropod is found lower on rocky surfaces compared to related species such as Littorina planaxis and exhibits vertical migrations with the tides, moving up and down the rocks and exiting tide pools at night. It often hides in cracks or barnacle shells during low tide. The shell is typical of the genus Littorina, which features thick, pointed turbinated shells with a rounded aperture, flattened columella, and scarcity of whorls. The shell measures within the size range typical for Littorina species, but the Procrustes distance of 101491 indicates that Littorina scutulata's shell form is morphologically divergent from the average in its group. The snail is distributed from Kodiak Island, Alaska, to Bahia de Tortuga, Baja California, indicating a preference for colder northern and temperate waters. In feeding, Littorina scutulata primarily consumes diatom films, microscopic algae, lichens, and sometimes larger algae such as Pelvetia and Ulva. The species reproduces year-round except during summer, with eggs laid underwater in gelatinous spiral masses housing over 2000 eggs. It also harbors parasitic flukes in over 10% of individuals in regions like Oregon, while sea stars such as Leptasterias hexactis are known predators. Interestingly, its eye anatomy is comparable to land snails such as Helix aspera.","Littorina scutulata es una especie de caracol marino de la familia Littorinidae, comúnmente conocidos como bígaros o caracoles de mar. Este gasterópodo se encuentra más abajo en las superficies rocosas en comparación con especies relacionadas como Littorina planaxis y exhibe migraciones verticales con las mareas, moviéndose hacia arriba y abajo de las rocas y saliendo de las charcas de marea por la noche. A menudo se oculta en grietas o conchas de percebes durante la marea baja. La concha es típica del género Littorina, que presenta conchas turbina gruesas y puntiagudas con una apertura redondeada, columela plana y escasez de vueltas. La concha mide dentro del rango de tamaño típico para especies de Littorina, pero la distancia de Procrustes de 101491 indica que la forma de la concha de Littorina scutulata es morfológicamente divergente del promedio en su grupo. El caracol se distribuye desde la Isla Kodiak, Alaska, hasta Bahía de Tortuga, Baja California, indicando una preferencia por aguas frías del norte y templadas. En su alimentación, Littorina scutulata consume principalmente películas de diatomeas, microalgas, líquenes y, a veces, algas más grandes como Pelvetia y Ulva. La especie se reproduce durante todo el año, excepto en verano, con huevos que se depositan bajo el agua en masas gelatinosas en espiral que albergan más de 2000 huevos. También alberga trematodos parásitos en más del 10% de los individuos en zonas como Oregón, mientras que estrellas de mar como Leptasterias hexactis son depredadores conocidos. Curiosamente, su anatomía ocular es comparable a la de caracoles terrestres como Helix aspera.",Wikipedia: Littorina scutulata | Wikipedia: Littorina
Columbella_strombiformis,999.405,"Columbella strombiformis, commonly known as the stromboid dove shell, is a species of sea snail classified within the family Columbellidae, known as the dove snails. The taxonomic classification of this marine gastropod follows: Kingdom Animalia, Phylum Mollusca, Class Gastropoda, Subclass Caenogastropoda. The species was first described by Lamarck in 1822. Due to its classification, it shares certain morphological characteristics typical of the dove snail family but specific features regarding its shell morphology, distribution, or further ecological data","Columbella strombiformis, comúnmente conocida como la concha de paloma estromboide, es una especie de caracol marino clasificada dentro de la familia Columbellidae, conocida como caracoles palomas. La clasificación taxonómica de este gastrópodo marino sigue: Reino Animalia, Filo Mollusca, Clase Gastropoda, Subclase Caenogastropoda. La especie fue descrita por primera vez por Lamarck en 1822. Dado su clasificación, comparte ciertas características morfológicas típicas de la familia de caracoles paloma, pero las características específicas sobre la morfología de su caparazón, distribución u otros datos ecológicos no se detallan en las fuentes consultadas.",https://serpapi.com/search?q=Columbella+strombiformis+gastropod+shell+morphology+taxonomy | WoRMS: https://serpapi.com/search?q=Columbella+strombiformis+site%3Amarinespecies.org+OR+site%3Amolluscabase.org
Dermomurex_indentatus,991.943,"Dermomurex indentatus is a species of sea snail, a marine gastropod mollusk in the family Muricidae, which are commonly known as murex snails or rock snails. The shell length of Dermomurex indentatus varies between 25 mm and 33 mm. This species is distributed in the Pacific Ocean, ranging from Mexico to Panama. In terms of morphological divergence within its group, this species has a notable Procrustes distance to the mean shape, indicating a divergent shell form.","Dermomurex indentatus es una especie de caracol marino, un molusco gasterópodo marino de la familia Muricidae, comúnmente conocidos como caracoles murex o caracoles de roca. La longitud de la concha de Dermomurex indentatus varía entre 25 mm y 33 mm. Esta especie se distribuye en el Océano Pacífico, abarcando desde México hasta Panamá. En términos de divergencia morfológica dentro de su grupo, esta especie tiene una notable distancia de Procrustes a la forma media, lo que indica una forma de concha divergente.",Wikipedia: Dermomurex indentatus | Wikipedia: Dermomurex
Conus_dalli,990.316,"Conus dalli, commonly known as Dall's cone, is a species of sea snail in the family Conidae, which includes all cone snails. The species is predatory and venomous, capable of stinging humans, so they should be handled carefully or not at all. The shell of Conus dalli varies in size from 32 mm to 80 mm. The shell has an indistinctly grooved spire and an obscurely spirally ribbed body whorl below. It is colored yellowish-brown with reddish-brown longitudinal stripes, interrupted by four revolving bands of white spots, and occasional white spots on the darker surface. The interior of the aperture is rosy pink. This species occurs in the Eastern Pacific, notably off the Galapagos Islands and from the Gulf of California to Panama. Its type locality is Islas Marias in the Gulf of California. The taxonomic classification places it within the genus Conus. Conus dalli should not be confused with †Conus dalli Toula, 1911, a synonym of †Conus imitator Brown and Pilsbry 1911.","Conus dalli, comúnmente conocido como el cono de Dall, es una especie de caracol marino de la familia Conidae, que incluye a todos los conos. La especie es depredadora y venenosa, capaz de picar a los humanos, por lo que debe manipularse con cuidado o no tocarse en absoluto. La concha del Conus dalli varía en tamaño de 32 mm a 80 mm. La concha tiene una espiral indistintamente acanalada y una vuelta del cuerpo con costillas espirales oscuras. Es de color marrón amarillento con rayas longitudinales marrón rojizo, interrumpidas por cuatro bandas giratorias de manchas blancas y ocasionales manchas blancas en la superficie más oscura. El interior de la abertura es de color rosa rojizo. Esta especie se encuentra en el Pacífico oriental, notablemente frente a las Islas Galápagos y desde el Golfo de California hasta Panamá. Su localidad tipo son las Islas Marías en el Golfo de California. La clasificación taxonómica la sitúa dentro del género Conus. Conus dalli no debe confundirse con †Conus dalli Toula, 1911, un sinónimo de †Conus imitator Brown y Pilsbry 1911.",Wikipedia: Conus dalli | Wikipedia: Conus (Cylinder)
Echinolittorina_ziczac,988.859,"Echinolittorina ziczac, previously known as Littorina ziczac, commonly referred to as the ""zebra periwinkle,"" is a species of small sea snail in the family Littorinidae. It inhabits the tropical Western Atlantic Ocean, from Florida to Barbados, including the Caribbean coast of Central America. This species is commonly found on intertidal rocks. The shell of Echinolittorina ziczac reaches a maximum recorded length of 23 mm. The zebra periwinkle is typically found at depths ranging from -3 meters to 0 meters.","Echinolittorina ziczac, anteriormente conocida como Littorina ziczac, comúnmente llamada ""caracol cebra"", es una especie de pequeño caracol marino de la familia Littorinidae. Habita en el Océano Atlántico Occidental tropical, desde Florida hasta Barbados, incluyendo la costa caribeña de América Central. Esta especie es común en rocas intermareales. La concha de Echinolittorina ziczac alcanza una longitud máxima registrada de 23 mm. El caracol cebra se encuentra típicamente a profundidades que van desde -3 metros hasta 0 metros.",Wikipedia: Echinolittorina ziczac | Wikipedia: Echinolittorina
Crucibulum_lignarium,978.914,"Crucibulum lignarium is a species within the genus Crucibulum, belonging to the family Calyptraeidae, commonly known as cup-and-saucer snails. These marine gastropods feature a shell with significant divergence from the typical group average, as indicated by a high Procrustes distance to mean shape of 978914, suggesting a morphologically unique form. The genus Crucibulum comprises species with varied shell structures, and C. lignarium is understood to conform to the cup-and-saucer shell shape characteristic of its genus. Details about the specific shell morphology, distribution, and ecological behaviors of C. lignarium have not been provided in the consulted sources.","Crucibulum lignarium es una especie dentro del género Crucibulum, perteneciente a la familia Calyptraeidae, comúnmente conocida como caracoles copa y platillo. Estos gasterópodos marinos presentan una concha con una divergencia significativa del promedio típico del grupo, como lo indica una alta distancia Procrustes a la forma media de 978914, lo que sugiere una forma morfológicamente única. El género Crucibulum comprende especies con estructuras de concha variadas, y se entiende que C. lignarium se ajusta a la forma de concha copa y platillo característica de su género. No se proporcionaron detalles sobre la morfología específica de la concha, distribución y comportamientos ecológicos de C. lignarium en las fuentes consultadas.",Wikipedia: Crucibulum (gastropod) | Wikipedia: Crucibulum
Anachis_nigrofusca,965.054,"Anachis nigrofusca, belonging to the family Columbellidae, is a species of sea snail found in the Gulf of California and the Pacific Ocean off Mexico. The shell length reaches 7.8 mm and has a conoid shape with excurvate margins of the elevated spire. It presents a blackish-brown coloration with livid, radiating, undulate lines that are inconspicuous. The shell consists of six flattened whorls with slightly impressed sutures. It features numerous fine radial ribs that continue to the base, forming spirally decussate interspaces with impressed lines. The shell's sculpture is often obsolete, but spiral striae remain conspicuous around the base. The aperture is oblong, with a varicose and sinuate outer lip that is 7-dentate internally, and the inner lip is nearly smooth. The operculum is claw-shaped with an anterior apex. Morphologically, the Procrustes distance suggests that Anachis nigrofusca's shell is highly divergent from the group average within its genus.","Anachis nigrofusca, perteneciente a la familia Columbellidae, es una especie de caracol marino que se encuentra en el Golfo de California y el Océano Pacífico frente a México. La longitud de la concha alcanza los 7,8 mm y tiene una forma conoide con márgenes excurvados del espira elevada. Presenta una coloración marrón negruzca con líneas lívidas, radiantes y onduladas que son poco visibles. La concha consta de seis vueltas aplanadas con suturas ligeramente impresas. Presenta numerosas costillas radiales finas que continúan hasta la base, formando espacios intercalados espiralmente decusados con líneas impresas. La escultura de la concha suele ser obsoleta, pero las estrías espirales siguen siendo notables alrededor de la base. La apertura es oblonga, con un borde externo varicoso y sinuoso que tiene 7 dientes internamente, y el borde interno es casi liso. El opérculo tiene forma de garra con un ápice anterior. Morfológicamente, la distancia de Procrustes sugiere que la concha de Anachis nigrofusca es altamente divergente del promedio del grupo dentro de su género.",Wikipedia: Anachis nigrofusca | Wikipedia: Anachis
Morum_tuberculosum,960.164,"Morum tuberculosum is a species of marine gastropod mollusk belonging to the family Harpidae, commonly known as harp snails. It is distributed in shallow waters from Baja California to Peru. The shell of Morum tuberculosum shows morphological divergence within its group, as indicated by a high Procrustes distance to the mean shape (960164), suggesting significant variation from the average shell form of related species. Members of the genus Morum are characterized by their robust and often tuberculated shells, which may feature noticeable spiral and axial sculpture. This species likely inhabits marine environments at shallow depths and may have specific substrate preferences within its geographic distribution.","Morum tuberculosum es una especie de molusco gasterópodo marino perteneciente a la familia Harpidae, comúnmente conocida como caracoles arpa. Se distribuye en aguas poco profundas desde Baja California hasta Perú. La concha de Morum tuberculosum muestra una divergencia morfológica dentro de su grupo, como lo indica una alta distancia de Procrustes respecto a la forma media (960164), lo que sugiere una variación significativa de la forma de concha promedio de las especies relacionadas. Los miembros del género Morum se caracterizan por sus conchas robustas y frecuentemente tuberculadas, que pueden presentar una escultura espiral y axial notable. Esta especie probablemente habita en ambientes marinos a profundidades someras y puede tener preferencias de sustrato específicas dentro de su distribución geográfica.",Wikipedia: Morum tuberculosum | Wikipedia: Morum
